ID,Participant.ID,Browser,Device,Sex,Education,ENG.lextale,ENG.start.age,ENG.current.lever,ENG.country,Mask.before,Mask.after,Mask.others,Mask.perception,Block,Condition,Trail,RT,Response,Target,Duration,Video,L1,Spelling,Accuracy,Syllable,Competitor,Intensity,COG,RIntensity,Visual,Vowel,F1,F2,LogFreq,Visual.nm
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,28,1182,F,F,1.685312,WM_FF_notp_onset_FOOL,German,fool,TRUE,onset,0,24.88710414,3064,-7.646160888,0,u:,375.9380211155076,944.1860580210407,4.36,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,26,1333,F,F,1.407979,WM_FF_pair_coda_LOAF,German,loaf,TRUE,coda,1,27.61623221,2284,-4.917032818,0,əʊ,437.7575676935568,1156.7835435750608,3.77,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,36,1298,S,S,1.642646,WM_SS_pair_coda_LEASE,German,lease,TRUE,coda,1,36.04960122,5547,3.516336192,0,i:,347.5599602178131,2338.840297981631,3.84,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,47,515,SH,SH,1.535979,WM_SH_notp_onset_SHEER,German,sheer,TRUE,onset,0,35.63657702,2991,3.103311992,0,ɪə,447.6290921295904,1881.9903148283256,4.1,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,46,439,TH,F,1.514646,WM_FF_pair_coda_DEAF,German,deaf,FALSE,coda,1,28.03294112,2298,-4.500323908,0,e,600.1669324769706,1674.378260450875,3.9,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,45,554,S,S,1.514646,WM_SS_pair_coda_ASS,German,ass,TRUE,coda,1,29.32681087,4742,-3.206454158,0,a,641.262797147042,1455.7118430777389,4.09,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,44,418,TH,TH,1.514646,WM_TH_pair_coda_LOATH,German,loath,TRUE,coda,1,25.3982628,3684,-7.135002228,0,əʊ,447.0566409045274,1223.7561176219983,2.69,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,42,1533,SH,SH,1.514646,WM_SH_pair_onset_SHOAL,German,shoal,TRUE,onset,1,33.61304571,3117,1.079780682,0,əʊ,475.918081428662,1110.185085179185,3.04,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,41,581,TH,TH,1.514646,WM_TH_notp_onset_THING,German,thing,TRUE,onset,0,30.35223502,5685,-2.181030008,0,ɪ,437.048730266984,1963.4559866520424,5.94,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,40,1143,TH,TH,1.706646,WM_TH_notp_onset_THORN,German,thorn,TRUE,onset,0,24.41493027,1442,-8.118334758,0,ɔ:,429.6098323484334,852.7103830514553,3.33,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,39,585,SH,SH,1.578646,WM_SH_notp_coda_WASH,German,wash,TRUE,coda,0,31.54416882,2587,-0.989096208,0,ɒ,514.6655430326496,785.4768373807899,4.54,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,37,667,SH,SH,1.514646,WM_SH_pair_coda_MESH,German,mesh,TRUE,coda,1,31.79430384,2869,-0.738961188,0,ɛ,568.2260259083301,1719.5939477365073,3.27,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,25,930,TH,TH,1.578646,WM_TH_pair_onset_THOLE,German,thole,TRUE,onset,1,29.16238698,4008,-3.370878048,0,əʊ,465.12856629235944,969.1627988918781,1.54,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,24,2445,F,TH,1.514646,WM_TH_pair_coda_WREATH,German,wreath,FALSE,coda,1,25.33262721,4164,-7.200637818,0,i:,349.93134090819757,2118.514378189369,3.28,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,10,682,S,S,1.578646,WM_SS_notp_onset_SILK,German,silk,TRUE,onset,0,35.21656066,5744,2.683295632,0,ɪ,443.1238267321132,1493.630894713206,4,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,9,570,SH,SH,1.685312,WM_SH_pair_coda_PLUSH,German,plush,TRUE,coda,1,31.1841224,3249,-1.349142628,0,ʌ,592.4894949186223,1122.1378823561013,2.98,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,8,549,S,S,1.471979,WM_SS_pair_coda_MESS,German,mess,TRUE,coda,1,32.13420327,5516,-0.399061758,0,ɛ,561.8767906319108,1679.7069735717616,4.79,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,7,755,S,S,1.514646,WM_SS_notp_coda_ACE,German,ace,TRUE,coda,0,34.70301945,5213,2.169754422,0,eɪ,468.2855552937061,1922.2394384878282,3.79,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,6,2323,F,F,1.514646,WM_FF_pair_coda_REEF,German,reef,TRUE,coda,1,30.73328455,4479,-1.799980478,0,i:,336.7111325543748,2002.7830887425646,3.79,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,11,1392,S,S,1.578646,WM_SS_notp_coda_MOUSE,German,mouse,TRUE,coda,0,32.3552173,5480,-0.178047728,0,aʊ,540.7819686697468,1360.4168697346197,4.41,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,4,904,SH,SH,1.535979,WM_SH_pair_coda_ASH,German,ash,TRUE,coda,1,30.32133037,2524,-2.211934658,0,a,544.731168409042,1529.0073289534512,4.19,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,3,1239,S,S,1.621312,WM_SS_notp_onset_SOON,German,soon,TRUE,onset,0,34.62937365,5613,2.096108622,0,u:,368.25629256324646,1547.258383384958,5.3,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,1,926,S,S,1.450646,WM_SS_pair_coda_PLUS,German,plus,TRUE,coda,1,33.72174147,5305,1.188476442,0,ʌ,637.4203881444095,1218.4733430885767,4.78,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,49,552,SH,SH,1.535979,WM_SH_notp_coda_BRUSH,German,brush,TRUE,coda,0,30.92832382,2881,-1.604941208,0,ʌ,569.1947688723341,1346.8071788436755,4.29,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,5,3764,F,F,1.471979,WM_FF_pair_onset_FOUR,German,four,TRUE,onset,1,29.74117595,6318,-2.792089078,0,ɔ:,445.26234643156187,823.877934381081,5.67,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,22,512,SH,SH,1.578646,WM_SH_pair_coda_LEASH,German,leash,TRUE,coda,1,32.97668186,3148,0.443416832,0,i:,333.55142210835095,2381.920785600422,3.12,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,12,524,SH,SH,1.407979,WM_SH_notp_coda_WISH,German,wish,TRUE,coda,0,33.18926446,2893,0.655999432,0,ɪ,429.32755998544695,1907.3871461501483,5.05,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,17,941,TH,TH,1.535979,WM_TH_pair_coda_RUTH,German,ruth,TRUE,coda,1,24.79955523,4007,-7.733709798,0,u:,363.63058411736404,1235.6185968610382,4.39,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,16,766,S,S,1.514646,WM_SS_pair_onset_SORE,German,sore,TRUE,onset,1,39.4498273,6203,6.916562272,0,ɔ:,443.521970458054,907.5137064075666,4.06,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,15,547,S,S,1.514646,WM_SS_pair_onset_SIN,German,sin,TRUE,onset,1,39.24703864,5485,6.713773612,0,ɪ,428.9279454825222,1887.9574580128344,3.96,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,18,1178,S,S,1.514646,WM_SS_pair_onset_SIGH,German,sigh,TRUE,onset,1,36.26807838,6605,3.734813352,0,aɪ,543.0412867174987,1513.4162348892514,3.66,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,75,1056,S,S,1.450646,WM_SS_pair_onset_SOUL,German,soul,TRUE,onset,1,33.23819866,3794,0.704933632,0,əʊ,474.90856596337295,1002.8135005271296,4.53,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,87,966,TH,F,1.514646,WM_FF_pair_coda_OAF,German,oaf,FALSE,coda,1,27.87135616,2193,-4.661908868,0,əʊ,410.5264576013781,1064.3752243228528,2.7,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,86,1852,TH,F,1.407979,WM_FF_notp_coda_POOF,German,poof,FALSE,coda,0,25.25042421,2416,-7.282840818,0,ʊ,353.8308422613042,1313.7201825915279,2.91,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,85,665,S,S,1.514646,WM_SS_notp_onset_SELL,German,sell,TRUE,onset,0,37.53241981,5858,4.999154782,0,e,543.4032555646291,1549.0448603677905,5.22,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,84,473,X,F,1.621312,WM_FF_pair_coda_ROOF,German,roof,FALSE,coda,1,26.08339172,2752,-6.449873308,0,u:,353.6222037304692,1264.2793382592617,4.72,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,83,1081,TH,TH,1.471979,WM_TH_pair_onset_THAW,German,thaw,TRUE,onset,1,29.16219133,3454,-3.371073698,0,ɔ:,454.06887222341544,881.0855834547261,3.27,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,82,1122,TH,TH,1.407979,WM_TH_pair_coda_DEATH,German,death,TRUE,coda,1,26.17474533,2500,-6.358519698,0,ɛ,610.4791485687846,1686.5939508546599,5.14,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,81,690,TH,TH,1.514646,WM_TH_pair_onset_THOUGHT,German,thought,TRUE,onset,1,30.40684565,4412,-2.126419378,0,ɔ:,451.57340362235647,1008.6630251743813,5.84,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,80,460,SH,SH,1.578646,WM_SH_pair_onset_SHIN,German,shin,TRUE,onset,1,38.3505371,3941,5.817272072,0,ɪ,412.70902096121466,1970.2143242826278,3.3,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,79,442,S,S,1.578646,WM_SS_notp_onset_SOUND,German,sound,TRUE,onset,0,35.31149937,5862,2.778234342,0,aʊ,532.7630638410884,1371.4259334244143,5.16,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,78,976,SH,SH,1.621312,WM_SH_notp_onset_SHOOT,German,shoot,TRUE,onset,0,36.01809601,3110,3.484830982,0,u:,336.19900360080504,1691.6860609976645,4.53,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,50,444,SH,SH,1.578646,WM_SH_pair_coda_PUSH,German,push,TRUE,coda,1,33.2061282,2916,0.672863172,0,ʊ,427.48475786736947,1033.955062479687,4.92,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,89,491,SH,SH,1.514646,WM_SH_notp_coda_POSH,German,posh,TRUE,coda,0,30.75677682,2612,-1.776488208,0,ɒ,543.7941400722314,905.4877459052908,4.29,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,100,678,SH,SH,1.621312,WM_SH_pair_onset_SHORE,German,shore,TRUE,onset,1,35.88647069,3760,3.353205662,0,ɔ:,438.7084555039776,894.5408320961586,4.12,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,99,1549,SH,SH,1.450646,WM_SH_notp_coda_BUSH,German,bush,TRUE,coda,0,33.50540729,1949,0.972142262,0,ʊ,432.4336224841967,1048.3658320083262,4.29,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,98,870,TH,F,1.450646,WM_FF_notp_coda_COUGH,German,cough,FALSE,coda,0,24.08980909,3019,-8.443455938,0,ɒ,573.0194995630239,951.7351705925741,3.68,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,96,746,TH,TH,1.578646,WM_TH_notp_onset_THEME,German,theme,TRUE,onset,0,27.16763826,3905,-5.365626768,0,i:,339.3588056676091,2243.049718185969,4.5,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,77,1823,X,TH,1.450646,WM_TH_pair_onset_THIGH,German,thigh,FALSE,onset,1,29.52350359,4950,-3.009761438,0,aɪ,556.493527351935,1458.7749427132712,3.48,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,94,545,F,F,1.578646,WM_FF_notp_coda_HALF,German,half,TRUE,coda,0,24.0740738,3068,-8.459191228,0,a:,602.749911721447,1110.7461514438246,5.55,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,93,578,SH,SH,1.535979,WM_SH_notp_onset_SHAME,German,shame,TRUE,onset,0,35.86025666,3370,3.326991632,0,eɪ,459.58955165214144,1935.2726753259808,4.72,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,92,536,S,S,1.706646,WM_SS_pair_coda_PUSS,German,puss,TRUE,coda,1,33.81274345,4707,1.279478422,0,ʊ,428.97846989388074,1015.6356343918737,3.12,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,91,458,S,S,1.471979,WM_SS_notp_coda_KISS,German,kiss,TRUE,coda,0,35.24913983,5018,2.715874802,0,ɪ,446.44965091560124,1963.5567685458386,4.65,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,90,1141,F,F,1.514646,WM_FF_pair_onset_FOAL,German,foal,TRUE,onset,1,30.21439279,3433,-2.318872238,0,əʊ,455.011716923466,893.2242480558341,3.15,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,95,1123,SH,SH,1.450646,WM_SH_pair_onset_SHY,German,shy,TRUE,onset,1,34.89293993,1877,2.359674902,0,ʌɪ,534.7429326224125,1523.2265809138908,4.27,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,88,1292,S,S,1.514646,WM_SS_notp_coda_GROSS,German,gross,TRUE,coda,0,31.23914038,4355,-1.294124648,0,əʊ,439.151738671343,1178.915487051603,4.04,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,61,2574,X,F,1.514646,WM_FF_notp_onset_FACT,German,fact,FALSE,onset,0,29.53059171,4486,-3.002673318,0,a,670.429807457302,1385.1751988671124,5.45,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,60,871,TH,TH,1.514646,WM_TH_notp_onset_THANK,German,thank,TRUE,onset,0,28.3985459,2662,-4.134719128,0,æ,472.57483587141945,1527.4878530318344,5.87,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,59,1175,X,F,1.642646,WM_FF_notp_onset_FAME,German,fame,FALSE,onset,0,24.30104487,5389,-8.232220158,0,eɪ,441.7124454637588,1879.0134885489397,4.18,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,57,1022,TH,TH,1.471979,WM_TH_notp_coda_BIRTH,German,birth,TRUE,coda,0,24.995908880000002,1746,-7.537356148,0,ə:,475.97382169715075,1391.3125511488029,4.61,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,62,971,S,S,1.578646,WM_SS_notp_onset_SAD,German,sad,TRUE,onset,0,36.07004488,5467,3.536779852,0,æ,533.028471232784,1466.9122590796615,4.81,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,55,928,SH,SH,1.535979,WM_SH_notp_onset_SHACK,German,shack,TRUE,onset,0,37.39323953,3722,4.859974502,0,a,591.0283398489113,1542.1300374538214,3.23,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,76,909,TH,TH,1.450646,WM_TH_notp_coda_MOTH,German,moth,TRUE,coda,0,29.27673653,2728,-3.256528498,0,ɒ,545.0931604064198,849.2557629223313,3.64,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,56,887,TH,F,1.514646,WM_FF_pair_onset_FIN,German,fin,FALSE,onset,1,30.96682916,7701,-1.566435868,0,ɪ,422.71988230781284,1932.3919282948884,3.59,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,51,1747,TH,F,1.535979,WM_FF_pair_onset_FOUGHT,German,fought,FALSE,onset,1,28.83433448,7865,-3.698930548,0,ɔ:,442.87575781378456,942.8871635247141,4.47,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,72,552,SH,SH,1.749313,WM_SH_notp_onset_SHOUT,German,shout,TRUE,onset,0,34.59898582,3276,2.065720792,0,aʊ,476.23095500053495,1407.045931867046,4.43,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,63,787,TH,F,1.535979,WM_FF_notp_coda_BEEF,German,beef,FALSE,coda,0,29.4754049,7430,-3.057860128,0,i:,316.4511817165054,2292.3307273946866,4.45,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,71,522,X,TH,1.621312,WM_TH_notp_onset_THUNK,German,thunk,FALSE,onset,0,26.22850775,6753,-6.304757278,0,ʌ,481.8808247111616,1171.4093391726935,2.59,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,70,502,S,S,1.578646,WM_SS_notp_coda_PASS,German,pass,TRUE,coda,0,32.14711433,5510,-0.386150698,0,a:,638.8399182822243,1192.5061437476681,5.14,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,68,832,TH,TH,1.578646,WM_TH_notp_coda_GROWTH,German,growth,TRUE,coda,0,28.07971229,1385,-4.453552738,0,əʊ,443.74884216438375,1264.4043221511458,4.91,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,67,814,TH,TH,1.642646,WM_TH_pair_onset_THIN,German,thin,TRUE,onset,1,29.92131417,4552,-2.611950858,0,ɪ,447.32003099590077,1886.5835348722906,4.48,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,65,745,F,F,1.535979,WM_FF_notp_onset_FEAT,German,feat,TRUE,onset,0,26.77629044,5672,-5.756974588,0,i:,330.25613853596866,2325.527463956897,3.65,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,64,1931,F,F,1.322646,WM_FF_pair_onset_FIE,German,fie,TRUE,onset,1,26.73216088,8105,-5.801104148,0,aɪ,529.0157484664334,1468.4275015004857,2.47,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,3,wm,69,605,TH,TH,1.578646,WM_TH_notp_coda_BREATH,German,breath,TRUE,coda,0,26.86566057,3201,-5.667604458,0,ɛ,580.5654025398397,1512.64371367907,4.49,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,35,1406,TH,TH,1.642646,NM_TH_notp_coda_GROWTH,German,growth,TRUE,coda,0,25.42154423,3708,-7.111720798,2,əʊ,462.4484595292844,1175.1913180091017,4.91,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,32,509,SH,SH,1.514646,NM_SH_notp_coda_POSH,German,posh,TRUE,coda,0,33.71301243,3076,1.179747402,0,ɒ,584.0594762607697,926.6585328529209,4.29,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,30,497,S,S,1.450646,NM_SS_pair_onset_SORE,German,sore,TRUE,onset,1,44.26134749,5943,11.72808246,0,ɔ:,437.5607903939694,1155.5882277347735,4.06,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,29,1141,TH,F,1.450646,NM_FF_notp_coda_BEEF,German,beef,FALSE,coda,0,31.98646765,8905,-0.546797378,1,i:,319.9272756317642,2372.6327808223746,4.45,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,28,552,TH,TH,1.621312,NM_TH_pair_onset_THOUGHT,German,thought,TRUE,onset,1,30.03527609,7602,-2.497988938,2,ɔ:,454.5535158131208,1126.4363000204041,5.84,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,27,531,SH,SH,1.450646,NM_SH_notp_coda_BUSH,German,bush,TRUE,coda,0,34.31249527,3507,1.779230242,0,ʊ,428.0370022261947,912.0449584828513,4.29,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,26,479,SH,SH,1.450646,NM_SH_notp_coda_WASH,German,wash,TRUE,coda,0,33.96536017,3015,1.432095142,0,ɒ,553.4711520314044,868.2141219377453,4.54,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,36,446,SH,SH,1.407979,NM_SH_notp_coda_WISH,German,wish,TRUE,coda,0,34.32677042,3314,1.793505392,0,ɪ,437.5593208531134,1894.1787182351827,5.05,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,25,456,X,F,1.621312,NM_FF_notp_onset_FACT,German,fact,FALSE,onset,0,32.58731023,8632,0.054045202,1,a,651.5954349273321,1378.7557109512115,5.45,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,48,559,S,S,1.685312,NM_SS_notp_coda_GROSS,German,gross,TRUE,coda,0,36.7148886,4478,4.181623572,0,əʊ,470.55668418166164,1301.5166720791644,4.04,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,47,724,TH,F,1.471979,NM_FF_pair_onset_FIN,German,fin,FALSE,onset,1,31.84145761,5117,-0.691807418,1,ɪ,441.4452841620668,1945.6091687046205,3.59,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,46,443,SH,SH,1.322646,NM_SH_pair_onset_SHIN,German,shin,TRUE,onset,1,38.63219732,3542,6.098932292,0,ɪ,428.0573131118717,2012.7319368425408,3.3,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,44,633,TH,F,1.685312,NM_FF_pair_coda_OAF,German,oaf,FALSE,coda,1,27.98698369,6466,-4.546281338,1,əʊ,472.57339295927466,1180.0522494371749,2.7,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,42,1018,TH,F,1.386646,NM_FF_notp_coda_POOF,German,poof,FALSE,coda,0,31.42012038,5373,-1.113144648,1,ʊ,357.6271992810942,1325.8888315049303,2.91,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,41,445,SH,SH,1.621312,NM_SH_notp_onset_SHOOT,German,shoot,TRUE,onset,0,40.8780021,3763,8.344737072,0,u:,368.95404444604696,1811.5121146052984,4.53,FALSE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,40,499,F,F,1.514646,NM_FF_notp_onset_FIGHT,German,fight,TRUE,onset,0,36.16093753,10945,3.627672502,1,ʌɪ,518.7485730400484,1312.8216768616355,5.04,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,39,534,F,F,1.514646,NM_FF_notp_onset_FAME,German,fame,TRUE,onset,0,31.59602116,3922,-0.937243868,1,eɪ,461.9825205382672,1835.252833722929,4.18,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,38,639,TH,TH,1.407979,NM_TH_pair_onset_THAW,German,thaw,TRUE,onset,1,28.96203439,8045,-3.571230638,2,ɔ:,435.14534766972923,808.8805808693594,3.27,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,10,549,TH,TH,1.706646,NM_TH_pair_onset_THIN,German,thin,TRUE,onset,1,30.14064943,2954,-2.392615598,2,ɪ,424.2859030964207,1971.0932396265155,4.48,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,9,701,F,F,1.642646,NM_FF_notp_onset_FOOL,German,fool,TRUE,onset,0,30.21203804,10110,-2.321226988,1,u:,366.80835906256374,784.9670948391381,4.36,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,6,523,TH,F,1.450646,NM_FF_pair_coda_LOAF,German,loaf,FALSE,coda,1,29.03169428,6083,-3.501570748,1,əʊ,450.0518968001741,1137.85837798808,3.77,TRUE
ur18,2049236,MobileSafari,mobile,2,5,0.8375,10,advanced,No,1,7,7,1,4,nm,5,539,TH,TH,1.471979,NM_TH_notp_coda_MOTH,German,moth,TRUE,coda,0,27.11784357,2932,-5.415421458,2,ɒ,561.042074267028,1021.6591710257302,3.64,TRUE
